Dicofre|HOUR|Hourly Average Traffic
"110508"|5|173.192644
"110508"|6|163.587072
"110508"|7|356.220559
"110508"|8|641.923689
"110508"|9|1029.132660
"110508"|10|1462.866011
"110508"|11|1845.439249
"110508"|12|1811.151533
"110508"|13|1870.914898
"110508"|14|1545.724513
"110508"|15|1474.852095
"110508"|16|1398.258097
"110508"|17|1606.886950
"110508"|18|1489.030755
"110508"|19|1031.554935
"110508"|20|1000.357707
"110508"|21|651.153391
"110508"|22|262.879455
"110508"|23|336.111503
"110601"|0|404.476875
"110601"|1|329.829983
"110601"|2|424.188825
"110601"|3|149.205654
"110601"|4|76.908920
"110601"|5|474.570337
"110601"|6|332.473910
"110601"|7|910.304313
"110601"|8|1870.960761
"110601"|9|1015.591390
"110601"|10|736.539508
"110601"|11|513.744532
"110601"|12|578.579515
"110601"|13|527.757349
"110601"|14|686.348947
"110601"|15|592.621709
"110601"|16|786.171907
"110601"|17|953.370958
"110601"|18|805.619464
"110601"|19|653.696440
"110601"|20|612.642118
"110601"|21|457.619822
"110601"|22|282.474300
"110601"|23|512.789781
"110602"|0|541.777869
"110602"|1|312.190696
"110602"|2|296.268234
"110602"|3|76.621095
"110602"|4|164.562784
"110602"|5|205.519406
"110602"|6|657.100670
"110602"|7|4796.802677
"110602"|8|5935.350732
"110602"|9|5223.211726
"110602"|10|1843.370091
"110602"|11|936.249956
"110602"|12|1171.267333
"110602"|13|1650.966008
"110602"|14|2146.541127
"110602"|15|1863.802383
"110602"|16|2529.600583
"110602"|17|4667.444180
"110602"|18|4964.724825
"110602"|19|3045.884105
"110602"|20|1159.026365
"110602"|21|689.773930
"110602"|22|413.937988
"110602"|23|726.634889
"110607"|0|116.720332
"110607"|1|144.489397
"110607"|2|152.469933
"110607"|3|72.001912
"110607"|6|91.721890
"110607"|7|309.424275
"110607"|8|384.979439
"110607"|9|450.606063
"110607"|10|529.788743
"110607"|11|331.355038
"110607"|12|259.535930
"110607"|13|239.895929
"110607"|14|154.772120
"110607"|15|323.968615
"110607"|16|414.005281
"110607"|17|552.187941
"110607"|18|337.581798
"110607"|19|295.776816
"110607"|20|202.912402
"110607"|21|110.979145
"110607"|22|126.157587
"110607"|23|111.293339
"110608"|0|691.952182
"110608"|1|453.352905
"110608"|2|311.278530
"110608"|3|227.390394
"110608"|4|193.763745
"110608"|5|310.064829
"110608"|6|1911.864163
"110608"|7|5093.973190
"110608"|8|7529.013744
"110608"|9|4032.770422
"110608"|10|3534.510591
"110608"|11|3421.922004
"110608"|12|3900.334258
"110608"|13|3444.125587
"110608"|14|3190.462143
"110608"|15|3084.727395
"110608"|16|4237.314685
"110608"|17|5549.253737
"110608"|18|7631.392967
"110608"|19|6096.775536
"110608"|20|3224.160186
"110608"|21|1382.048115
"110608"|22|1176.147363
"110608"|23|765.416770
"110610"|0|456.337185
"110610"|1|371.552982
"110610"|2|281.702352
"110610"|3|247.313413
"110610"|4|296.991306
"110610"|5|260.898613
"110610"|6|689.661877
"110610"|7|5331.944462
"110610"|8|5082.344431
"110610"|9|3566.316799
"110610"|10|1472.761236
"110610"|11|1517.596880
"110610"|12|2734.929451
"110610"|13|1993.258228
"110610"|14|1722.361266
"110610"|15|1686.985943
"110610"|16|2472.640934
"110610"|17|3917.200549
"110610"|18|5080.371663
"110610"|19|2587.151169
"110610"|20|1162.364072
"110610"|21|833.046266
"110610"|22|567.350240
"110610"|23|502.428227
"110611"|0|153.568096
"110611"|1|123.880863
"110611"|2|71.760388
"110611"|3|84.536075
"110611"|4|56.451216
"110611"|5|673.603544
"110611"|6|1929.908366
"110611"|7|1576.389932
"110611"|8|1280.318784
"110611"|9|1257.625699
"110611"|10|1456.796503
"110611"|11|1776.794998
"110611"|12|1206.414679
"110611"|13|1615.409913
"110611"|14|1076.860545
"110611"|15|899.256834
"110611"|16|788.433157
"110611"|17|1009.690744
"110611"|18|1472.127329
"110611"|19|1241.125573
"110611"|20|992.605968
"110611"|21|412.546442
"110611"|22|213.115793
"110611"|23|284.486414
"110618"|0|543.766659
"110618"|1|180.680632
"110618"|2|266.778962
"110618"|3|355.767436
"110618"|4|261.091904
"110618"|5|368.167087
"110618"|6|1937.701884
"110618"|7|1372.818526
"110618"|8|3791.263277
"110618"|9|4845.886243
"110618"|10|2683.685411
"110618"|11|2475.175487
"110618"|12|2985.752102
"110618"|13|3422.070655
"110618"|14|2539.644350
"110618"|15|2140.384904
"110618"|16|2100.575498
"110618"|17|2454.944477
"110618"|18|4454.831078
"110618"|19|3117.952894
"110618"|20|1811.374610
"110618"|21|1261.501356
"110618"|22|585.300829
"110618"|23|658.160433
"110621"|0|310.679837
"110621"|1|288.393477
"110621"|2|465.997602
"110621"|3|207.511269
"110621"|4|86.331954
"110621"|5|98.538499
"110621"|6|108.418933
"110621"|7|417.104961
"110621"|8|2033.995904
"110621"|9|1780.959317
"110621"|10|1399.676468
"110621"|11|960.218686
"110621"|12|1365.848166
"110621"|13|1316.999831
"110621"|14|1007.405513
"110621"|15|1123.533843
"110621"|16|2376.731769
"110621"|17|2799.663084
"110621"|18|1609.004319
"110621"|19|956.807057
"110621"|20|445.837972
"110621"|21|424.592824
"110621"|22|314.933298
"110621"|23|254.232873
"110633"|0|383.093957
"110633"|1|305.610162
"110633"|2|467.028627
"110633"|3|305.280288
"110633"|4|154.527758
"110633"|5|529.081637
"110633"|6|1764.020855
"110633"|7|2103.827981
"110633"|8|4065.846689
"110633"|9|2399.578569
"110633"|10|1558.655811
"110633"|11|2170.829106
"110633"|12|2353.066300
"110633"|13|1872.109650
"110633"|14|1497.335854
"110633"|15|1953.625241
"110633"|16|2073.882730
"110633"|17|2888.195632
"110633"|18|3421.309066
"110633"|19|1975.250331
"110633"|20|951.650546
"110633"|21|621.189857
"110633"|22|473.846028
"110633"|23|363.924598
"110639"|0|444.049333
"110639"|1|239.157363
"110639"|2|240.612026
"110639"|3|169.980059
"110639"|4|247.400453
"110639"|5|621.141077
"110639"|6|2217.822225
"110639"|7|5499.541826
"110639"|8|5025.160077
"110639"|9|4010.882871
"110639"|10|2456.494701
"110639"|11|2185.227000
"110639"|12|2988.524203
"110639"|13|3514.142414
"110639"|14|2615.807231
"110639"|15|2412.693183
"110639"|16|2696.083075
"110639"|17|3191.853757
"110639"|18|5501.858512
"110639"|19|3405.527581
"110639"|20|1545.767945
"110639"|21|1045.148387
"110639"|22|773.557428
"110639"|23|827.918721
"110654"|0|402.942854
"110654"|1|276.100172
"110654"|2|439.916814
"110654"|3|392.782870
"110654"|4|278.037901
"110654"|5|528.476259
"110654"|6|2627.979256
"110654"|7|1097.906678
"110654"|8|4092.273795
"110654"|9|5694.932647
"110654"|10|3085.335630
"110654"|11|2828.298519
"110654"|12|3407.050986
"110654"|13|3557.774866
"110654"|14|2980.279305
"110654"|15|3036.211585
"110654"|16|3162.530556
"110654"|17|2754.874308
"110654"|18|4327.838775
"110654"|19|2589.800761
"110654"|20|1859.329365
"110654"|21|1075.177643
"110654"|22|1010.604139
"110654"|23|864.541282
"110655"|0|167.758498
"110655"|1|124.585949
"110655"|2|275.912199
"110655"|3|240.278677
"110655"|4|57.098525
"110655"|5|71.913823
"110655"|6|1019.931242
"110655"|7|1160.464355
"110655"|8|1399.146294
"110655"|9|2876.148701
"110655"|10|1715.340744
"110655"|11|1132.390071
"110655"|12|679.078314
"110655"|13|739.067136
"110655"|14|660.584455
"110655"|15|806.999221
"110655"|16|1688.923834
"110655"|17|1440.257232
"110655"|18|1344.837007
"110655"|19|889.099826
"110655"|20|700.159291
"110655"|21|374.061026
"110655"|22|414.060311
"110655"|23|233.790668
"110656"|0|176.519252
"110656"|1|117.981270
"110656"|2|270.548284
"110656"|3|204.522350
"110656"|4|119.807225
"110656"|5|47.919821
"110656"|6|1112.390448
"110656"|7|717.723229
"110656"|8|1299.942153
"110656"|9|902.160069
"110656"|10|466.032922
"110656"|11|1053.668336
"110656"|12|1147.574614
"110656"|13|1095.297050
"110656"|14|716.633793
"110656"|15|522.806325
"110656"|16|1233.640025
"110656"|17|1378.243418
"110656"|18|912.563412
"110656"|19|629.141375
"110656"|20|471.679574
"110656"|21|267.909088
"110656"|22|255.710478
"110656"|23|223.748586
"110657"|0|436.270774
"110657"|1|278.358884
"110657"|2|345.670334
"110657"|3|326.045864
"110657"|4|229.370035
"110657"|5|192.724833
"110657"|6|1192.994197
"110657"|7|1861.624483
"110657"|8|4210.630155
"110657"|9|6949.762576
"110657"|10|2393.221001
"110657"|11|1866.880177
"110657"|12|3390.500888
"110657"|13|3448.409951
"110657"|14|2616.853168
"110657"|15|2344.907195
"110657"|16|2971.588368
"110657"|17|3330.229174
"110657"|18|3269.571722
"110657"|19|2424.369422
"110657"|20|1649.419833
"110657"|21|1006.344754
"110657"|22|730.155652
"110657"|23|751.467730
"110658"|0|360.104380
"110658"|1|327.606908
"110658"|2|348.968175
"110658"|3|161.137514
"110658"|4|74.140130
"110658"|5|410.757240
"110658"|6|393.141788
"110658"|7|2521.338088
"110658"|8|3202.873844
"110658"|9|2750.136485
"110658"|10|1673.467922
"110658"|11|1688.788641
"110658"|12|1106.027650
"110658"|13|1660.644413
"110658"|14|2001.108576
"110658"|15|1432.284715
"110658"|16|2716.626631
"110658"|17|3060.431656
"110658"|18|2256.431389
"110658"|19|1870.275039
"110658"|20|1349.876797
"110658"|21|1048.828050
"110658"|22|578.407747
"110658"|23|752.672485
"110659"|0|460.168145
"110659"|1|239.744580
"110659"|2|257.254783
"110659"|3|118.300642
"110659"|4|168.285867
"110659"|5|198.522999
"110659"|6|148.999019
"110659"|7|858.444128
"110659"|8|894.831184
"110659"|9|1045.709347
"110659"|10|602.248498
"110659"|11|574.676334
"110659"|12|919.482134
"110659"|13|896.419915
"110659"|14|857.846218
"110659"|15|618.784963
"110659"|16|647.313782
"110659"|17|1765.182250
"110659"|18|2209.394757
"110659"|19|1478.083247
"110659"|20|851.867124
"110659"|21|560.480257
"110659"|22|237.216277
"110659"|23|473.851729
"110660"|0|190.768826
"110660"|1|103.449510
"110660"|2|177.747525
"110660"|3|61.659693
"110660"|4|75.829933
"110660"|5|62.493236
"110660"|6|88.265501
"110660"|7|607.630701
"110660"|8|2651.209084
"110660"|9|2960.476260
"110660"|10|1436.510887
"110660"|11|612.023701
"110660"|12|1059.118425
"110660"|13|1112.555323
"110660"|14|678.977521
"110660"|15|508.123627
"110660"|16|1236.775836
"110660"|17|2322.387428
"110660"|18|2990.258545
"110660"|19|1986.311690
"110660"|20|524.411518
"110660"|21|288.135721
"110660"|22|308.951781
"110660"|23|484.153618
"110661"|0|182.511698
"110661"|1|114.615347
"110661"|2|102.675012
"110661"|4|76.726606
"110661"|5|65.515064
"110661"|6|34.634597
"110661"|7|372.887577
"110661"|8|1219.108995
"110661"|9|902.406242
"110661"|10|384.904181
"110661"|11|306.830156
"110661"|12|368.074156
"110661"|13|253.543553
"110661"|14|226.298574
"110661"|15|261.873822
"110661"|16|305.982722
"110661"|17|575.178368
"110661"|18|1237.422027
"110661"|19|371.294403
"110661"|20|193.884253
"110661"|21|139.309551
"110661"|22|366.108111
"110661"|23|412.555928
"110662"|0|888.363217
"110662"|1|236.570530
"110662"|2|466.810986
"110662"|3|250.512072
"110662"|4|514.683778
"110662"|5|2388.360307
"110662"|6|1347.819015
"110662"|7|1711.682994
"110662"|8|2688.744143
"110662"|9|1516.603926
"110662"|10|727.522935
"110662"|11|539.799055
"110662"|12|807.507403
"110662"|13|652.997195
"110662"|14|1123.754867
"110662"|15|694.565541
"110662"|16|988.952464
"110662"|17|2599.277376
"110662"|18|3451.197815
"110662"|19|890.029027
"110662"|20|413.735743
"110662"|21|274.986653
"110662"|22|182.752080
"110662"|23|270.578665
"110663"|0|146.149823
"110663"|1|286.646719
"110663"|2|110.915158
"110663"|3|102.079904
"110663"|4|101.049124
"110663"|5|66.697985
"110663"|6|99.985622
"110663"|7|370.892499
"110663"|8|348.305337
"110663"|9|613.812893
"110663"|10|484.229171
"110663"|11|643.067400
"110663"|12|557.079111
"110663"|13|344.198580
"110663"|14|252.671896
"110663"|15|448.282778
"110663"|16|744.517383
"110663"|17|668.869613
"110663"|18|418.897378
"110663"|19|464.464381
"110663"|20|309.912887
"110663"|21|184.296849
"110663"|22|262.889703
"110663"|23|150.886500
"110664"|0|443.147405
"110664"|1|81.580131
"110664"|2|104.362697
"110664"|3|81.500657
"110664"|4|65.778037
"110664"|5|125.264377
"110664"|6|1045.666808
"110664"|7|1243.212851
"110664"|8|1078.953197
"110664"|9|1085.112437
"110664"|10|452.419380
"110664"|11|316.889602
"110664"|12|495.534062
"110664"|13|585.843095
"110664"|14|403.781250
"110664"|15|402.628876
"110664"|16|332.042657
"110664"|17|706.246308
"110664"|18|1649.351831
"110664"|19|1024.433986
"110664"|20|514.038274
"110664"|21|665.078741
"110664"|22|218.023861
"110664"|23|124.761042
"110665"|0|58.432884
"110665"|1|95.975255
"110665"|2|146.269922
"110665"|3|64.312504
"110665"|5|61.387832
"110665"|6|49.549875
"110665"|7|250.104855
"110665"|8|829.644016
"110665"|9|854.857957
"110665"|10|333.406532
"110665"|11|154.668514
"110665"|12|195.420152
"110665"|13|172.131772
"110665"|14|150.042325
"110665"|15|197.648474
"110665"|16|430.435396
"110665"|17|578.709596
"110665"|18|667.957501
"110665"|19|260.701492
"110665"|20|117.047425
"110665"|21|102.993257
"110665"|22|155.001551
"110665"|23|128.522069
"110666"|0|502.846087
"110666"|1|269.245402
"110666"|2|254.033875
"110666"|3|186.399606
"110666"|4|112.705460
"110666"|5|113.900946
"110666"|6|155.344456
"110666"|7|832.662773
"110666"|8|1044.030169
"110666"|9|1442.511715
"110666"|10|426.458663
"110666"|11|523.210570
"110666"|12|1422.160973
"110666"|13|860.571184
"110666"|14|979.611345
"110666"|15|620.951845
"110666"|16|421.731684
"110666"|17|746.436637
"110666"|18|510.651098
"110666"|19|610.068802
"110666"|20|525.340459
"110666"|21|362.974241
"110666"|22|383.544843
"110666"|23|433.878920
"110667"|0|81.657173
"110667"|1|133.966199
"110667"|2|132.462718
"110667"|3|62.858617
"110667"|4|66.092615
"110667"|5|37.178357
"110667"|6|59.437946
"110667"|7|333.076507
"110667"|8|431.468735
"110667"|9|625.135232
"110667"|10|253.154896
"110667"|11|159.565735
"110667"|12|158.238838
"110667"|13|153.158283
"110667"|14|129.289263
"110667"|15|196.784454
"110667"|16|284.667451
"110667"|17|250.031894
"110667"|18|458.561661
"110667"|19|352.369497
"110667"|20|223.115550
"110667"|21|127.543611
"110667"|22|224.452538
"110667"|23|110.964960
"110702"|0|52.553695
"110702"|1|31.421885
"110702"|2|45.190661
"110702"|3|36.149933
"110702"|6|32.538184
"110702"|7|255.804582
"110702"|8|469.326074
"110702"|9|281.537882
"110702"|10|144.333636
"110702"|11|81.496356
"110702"|12|113.181091
"110702"|13|125.625884
"110702"|14|114.686797
"110702"|15|103.585458
"110702"|16|75.768831
"110702"|17|161.496741
"110702"|18|523.411435
"110702"|19|173.990210
"110702"|20|140.676457
"110702"|21|113.560762
"110702"|22|128.410142
"110702"|23|40.303605
"110705"|0|20.948884
"110705"|1|54.150317
"110705"|6|28.190770
"110705"|7|30.548259
"110705"|8|77.239322
"110705"|9|109.208467
"110705"|10|54.306950
"110705"|11|30.014428
"110705"|12|138.677875
"110705"|13|181.937394
"110705"|14|86.245728
"110705"|15|47.132193
"110705"|16|59.952137
"110705"|17|58.683089
"110705"|18|112.034257
"110705"|19|128.881910
"110705"|20|41.843427
"110705"|21|117.012954
"110705"|22|165.615580
"110705"|23|55.670298
"110707"|0|1077.798817
"110707"|1|135.170879
"110707"|2|93.640834
"110707"|3|86.182276
"110707"|4|95.251486
"110707"|5|58.900308
"110707"|6|182.152361
"110707"|7|1232.966561
"110707"|8|2451.908060
"110707"|9|2545.474557
"110707"|10|1022.392386
"110707"|11|1047.543337
"110707"|12|1283.392361
"110707"|13|1277.494897
"110707"|14|768.702292
"110707"|15|684.948384
"110707"|16|869.107866
"110707"|17|1331.092442
"110707"|18|2369.566570
"110707"|19|1739.851162
"110707"|20|1343.605970
"110707"|21|1261.784844
"110707"|22|968.200138
"110707"|23|852.134070
"110708"|0|841.023106
"110708"|1|105.498593
"110708"|2|65.232569
"110708"|3|132.028420
"110708"|4|74.301907
"110708"|5|39.760256
"110708"|6|53.301043
"110708"|7|688.097275
"110708"|8|1270.603998
"110708"|9|1186.393637
"110708"|10|317.771694
"110708"|11|375.130376
"110708"|12|399.303784
"110708"|13|336.910413
"110708"|14|299.724975
"110708"|15|255.746154
"110708"|16|327.668653
"110708"|17|401.476287
"110708"|18|696.120593
"110708"|19|652.808467
"110708"|20|516.860345
"110708"|21|1046.479835
"110708"|22|739.317773
"110708"|23|673.177121
"110726"|0|143.551665
"110726"|1|106.171723
"110726"|2|98.574642
"110726"|3|180.167575
"110726"|4|58.729613
"110726"|5|100.246865
"110726"|6|586.460018
"110726"|7|2597.033861
"110726"|8|1786.366266
"110726"|9|750.554073
"110726"|10|369.863937
"110726"|11|316.655542
"110726"|12|626.506867
"110726"|13|542.420016
"110726"|14|455.594179
"110726"|15|414.177837
"110726"|16|793.743548
"110726"|17|1217.666407
"110726"|18|1629.177337
"110726"|19|739.598132
"110726"|20|451.629858
"110726"|21|214.923858
"110726"|22|96.686184
"110726"|23|139.212536
"110727"|0|173.202440
"110727"|1|141.024731
"110727"|2|316.762384
"110727"|3|118.709281
"110727"|4|122.108138
"110727"|5|206.800983
"110727"|6|586.637249
"110727"|7|3078.334182
"110727"|8|3473.576745
"110727"|9|2095.897179
"110727"|10|1024.504830
"110727"|11|830.964964
"110727"|12|1481.790474
"110727"|13|1237.574198
"110727"|14|894.512457
"110727"|15|1012.692407
"110727"|16|1441.059902
"110727"|17|1913.194654
"110727"|18|3577.381199
"110727"|19|2444.865132
"110727"|20|801.935377
"110727"|21|447.729840
"110727"|22|254.580006
"110727"|23|183.594029
"110728"|0|758.396038
"110728"|1|125.848980
"110728"|2|400.210481
"110728"|3|242.779306
"110728"|4|335.437346
"110728"|5|1957.023605
"110728"|6|1241.612092
"110728"|7|1176.867180
"110728"|8|2533.462170
"110728"|9|1849.322393
"110728"|10|682.728598
"110728"|11|584.510511
"110728"|12|1356.792555
"110728"|13|1546.201055
"110728"|14|1264.557869
"110728"|15|789.357314
"110728"|16|1217.170464
"110728"|17|1857.563680
"110728"|18|3853.705179
"110728"|19|2223.623619
"110728"|20|1044.159869
"110728"|21|624.898466
"110728"|22|375.909971
"110728"|23|181.477672
"110729"|0|905.470624
"110729"|1|119.810807
"110729"|2|86.387596
"110729"|3|52.544237
"110729"|4|38.919434
"110729"|5|56.582804
"110729"|6|51.661069
"110729"|7|837.792480
"110729"|8|667.795410
"110729"|9|426.416034
"110729"|10|260.268892
"110729"|11|310.369411
"110729"|12|307.865671
"110729"|13|425.395674
"110729"|14|194.305639
"110729"|15|159.682005
"110729"|16|236.912087
"110729"|17|423.929443
"110729"|18|755.692110
"110729"|19|474.432961
"110729"|20|345.044492
"110729"|21|515.959028
"110729"|22|615.885683
"110729"|23|305.310485
"110730"|0|634.852534
"110730"|1|107.380215
"110730"|2|42.301297
"110730"|3|46.503243
"110730"|4|81.861080
"110730"|5|384.606158
"110730"|6|80.656864
"110730"|7|1378.725067
"110730"|8|2074.710790
"110730"|9|2246.170680
"110730"|10|1132.603772
"110730"|11|1003.060855
"110730"|12|1292.892635
"110730"|13|1573.039443
"110730"|14|1127.556313
"110730"|15|748.791884
"110730"|16|982.947882
"110730"|17|1935.098575
"110730"|18|3172.546022
"110730"|19|2595.777703
"110730"|20|1197.400853
"110730"|21|850.560964
"110730"|22|514.200319
"110730"|23|417.350590
"110731"|0|68.207312
"110731"|1|65.622491
"110731"|2|47.194755
"110731"|3|47.398055
"110731"|4|106.529452
"110731"|5|273.511755
"110731"|6|89.031089
"110731"|7|2169.361351
"110731"|8|2038.029240
"110731"|9|1067.530828
"110731"|10|551.655856
"110731"|11|393.052438
"110731"|12|444.501981
"110731"|13|560.325170
"110731"|14|454.710570
"110731"|15|600.781965
"110731"|16|612.979994
"110731"|17|1279.413494
"110731"|18|1746.133313
"110731"|19|854.312187
"110731"|20|398.338250
"110731"|21|315.464261
"110731"|22|205.841737
"110731"|23|131.491847
"110902"|0|37.274820
"110902"|1|44.553822
"110902"|2|68.409960
"110902"|3|45.417808
"110902"|5|21.261016
"110902"|6|42.677106
"110902"|7|649.078109
"110902"|8|92.655367
"110902"|9|102.399735
"110902"|10|81.948904
"110902"|11|99.238116
"110902"|12|218.015606
"110902"|13|326.725920
"110902"|14|202.435377
"110902"|15|167.024614
"110902"|16|251.628772
"110902"|17|199.011081
"110902"|18|197.631236
"110902"|19|136.243930
"110902"|20|83.569273
"110902"|21|36.056379
"110902"|22|23.862468
"110902"|23|37.654594
"110904"|0|79.018138
"110904"|1|49.895606
"110904"|2|53.229398
"110904"|3|51.196598
"110904"|4|18.205327
"110904"|6|909.658657
"110904"|7|525.275471
"110904"|8|153.611192
"110904"|9|171.401401
"110904"|10|253.826083
"110904"|11|169.702408
"110904"|12|149.481399
"110904"|13|108.114993
"110904"|14|98.768393
"110904"|15|198.247197
"110904"|16|183.311468
"110904"|17|221.027393
"110904"|18|150.790950
"110904"|19|328.641676
"110904"|20|122.207645
"110904"|21|85.951056
"110904"|22|91.767003
"110904"|23|106.257656
"110906"|0|462.338374
"110906"|1|193.135660
"110906"|2|141.635537
"110906"|3|135.883081
"110906"|5|24.668926
"110906"|7|785.659055
"110906"|8|242.194728
"110906"|9|328.529170
"110906"|10|347.887613
"110906"|11|201.621553
"110906"|12|311.231003
"110906"|13|240.719217
"110906"|14|326.400897
"110906"|15|293.504462
"110906"|16|341.536792
"110906"|17|418.406199
"110906"|18|423.322306
"110906"|19|533.550519
"110906"|20|342.706323
"110906"|21|280.660030
"110906"|22|227.813588
"110906"|23|196.188677
"110909"|0|90.387424
"110909"|1|82.521693
"110909"|2|143.616295
"110909"|3|50.546880
"110909"|4|22.191313
"110909"|5|43.661661
"110909"|6|42.450439
"110909"|7|532.562676
"110909"|8|600.376676
"110909"|9|578.899119
"110909"|10|316.763331
"110909"|11|636.107718
"110909"|12|353.460467
"110909"|13|259.785440
"110909"|14|259.691715
"110909"|15|233.729753
"110909"|16|291.724205
"110909"|17|421.880077
"110909"|18|723.185912
"110909"|19|516.578875
"110909"|20|466.522251
"110909"|21|375.478748
"110909"|22|70.993457
"110909"|23|96.522840
"110911"|0|361.195148
"110911"|1|27.307224
"110911"|2|38.303758
"110911"|3|13.147303
"110911"|4|39.065314
"110911"|5|129.899701
"110911"|6|66.012681
"110911"|7|1622.733640
"110911"|8|648.142766
"110911"|9|373.354938
"110911"|10|152.997444
"110911"|11|116.442754
"110911"|12|236.944352
"110911"|13|264.159519
"110911"|14|225.387111
"110911"|15|187.886753
"110911"|16|121.522584
"110911"|17|236.191164
"110911"|18|663.055874
"110911"|19|1162.703583
"110911"|20|484.374744
"110911"|21|529.022012
"110911"|22|353.897600
"110911"|23|314.991292
"110913"|0|93.758938
"110913"|1|60.105394
"110913"|2|80.347418
"110913"|3|38.387738
"110913"|4|28.459927
"110913"|6|143.416247
"110913"|7|509.683396
"110913"|8|122.498779
"110913"|9|134.671985
"110913"|10|134.535070
"110913"|11|106.568035
"110913"|12|137.066464
"110913"|13|101.623906
"110913"|14|87.187050
"110913"|15|133.734882
"110913"|16|173.780804
"110913"|17|209.360277
"110913"|18|191.491434
"110913"|19|206.132141
"110913"|20|97.957644
"110913"|21|82.811876
"110913"|22|95.325847
"110913"|23|73.641658
"110918"|0|28.797861
"110918"|1|16.636994
"110918"|2|26.670954
"110918"|5|311.381226
"110918"|6|120.503735
"110918"|7|31.246625
"110918"|8|91.712510
"110918"|9|430.023502
"110918"|10|340.663530
"110918"|11|231.982215
"110918"|12|198.784543
"110918"|13|193.243302
"110918"|14|124.372649
"110918"|15|123.320808
"110918"|16|125.225403
"110918"|17|170.965524
"110918"|18|419.461963
"110918"|19|171.081658
"110918"|20|68.578660
"110918"|21|41.336992
"110918"|22|17.861376
"110918"|23|34.256149
"110919"|0|706.985887
"110919"|1|27.695418
"110919"|2|82.354550
"110919"|3|22.876264
"110919"|4|31.959486
"110919"|5|228.300067
"110919"|6|143.439220
"110919"|7|566.296864
"110919"|8|768.726568
"110919"|9|474.034874
"110919"|10|335.818507
"110919"|11|128.897654
"110919"|12|323.001070
"110919"|13|331.032994
"110919"|14|240.823139
"110919"|15|108.645432
"110919"|16|142.741158
"110919"|17|289.771615
"110919"|18|504.396386
"110919"|19|587.247149
"110919"|20|577.592020
"110919"|21|864.117224
"110919"|22|521.721792
"110919"|23|401.915770
"110920"|0|86.288995
"110920"|1|41.670609
"110920"|2|80.153445
"110920"|3|55.517335
"110920"|4|41.910605
"110920"|5|34.554206
"110920"|6|122.236222
"110920"|7|566.333160
"110920"|8|474.258175
"110920"|9|362.013091
"110920"|10|222.053687
"110920"|11|245.265473
"110920"|12|156.545214
"110920"|13|142.855008
"110920"|14|229.524866
"110920"|15|211.786032
"110920"|16|274.205860
"110920"|17|265.513831
"110920"|18|432.337135
"110920"|19|391.845637
"110920"|20|319.476409
"110920"|21|255.872253
"110920"|22|102.645244
"110920"|23|102.446987
"110921"|0|79.766223
"110921"|1|44.873755
"110921"|2|83.790122
"110921"|3|63.491291
"110921"|4|38.765051
"110921"|5|166.487403
"110921"|6|94.836228
"110921"|7|254.234171
"110921"|8|521.223765
"110921"|9|294.540409
"110921"|10|197.916404
"110921"|11|204.226864
"110921"|12|194.458542
"110921"|13|209.926453
"110921"|14|137.412213
"110921"|15|168.140676
"110921"|16|175.616833
"110921"|17|231.144391
"110921"|18|566.809268
"110921"|19|1089.848831
"110921"|20|447.723166
"110921"|21|207.712748
"110921"|22|89.142243
"110921"|23|42.234122
"110922"|0|475.933796
"110922"|1|58.335363
"110922"|2|81.162244
"110922"|3|67.839889
"110922"|4|44.625885
"110922"|5|210.888343
"110922"|6|96.834032
"110922"|7|2271.862025
"110922"|8|1256.466289
"110922"|9|1029.131912
"110922"|10|313.369025
"110922"|11|278.220968
"110922"|12|356.806845
"110922"|13|263.870736
"110922"|14|273.161677
"110922"|15|199.621742
"110922"|16|231.005367
"110922"|17|424.887016
"110922"|18|1094.902697
"110922"|19|2108.509661
"110922"|20|812.690362
"110922"|21|655.985826
"110922"|22|388.190469
"110922"|23|354.751090
"111002"|0|331.696856
"111002"|1|121.787125
"111002"|2|151.582463
"111002"|3|127.235566
"111002"|4|81.858215
"111002"|5|131.578526
"111002"|6|228.702903
"111002"|7|2853.877427
"111002"|8|2135.920345
"111002"|9|1549.989245
"111002"|10|1143.646120
"111002"|11|1261.037643
"111002"|12|1197.683070
"111002"|13|1350.844791
"111002"|14|1314.127038
"111002"|15|1398.933202
"111002"|16|2070.012637
"111002"|17|2167.663434
"111002"|18|2380.889607
"111002"|19|1666.354251
"111002"|20|900.387721
"111002"|21|703.322623
"111002"|22|678.133455
"111002"|23|373.731444
"111009"|0|200.501036
"111009"|1|119.436809
"111009"|2|129.365499
"111009"|3|224.470994
"111009"|4|86.260873
"111009"|5|149.102427
"111009"|6|139.724375
"111009"|7|278.708830
"111009"|8|785.295726
"111009"|9|1028.230298
"111009"|10|1035.853192
"111009"|11|1079.680530
"111009"|12|959.314519
"111009"|13|1002.849331
"111009"|14|836.556676
"111009"|15|1236.801621
"111009"|16|1228.249526
"111009"|17|1813.027008
"111009"|18|1265.021815
"111009"|19|1138.960144
"111009"|20|725.517096
"111009"|21|506.552481
"111009"|22|1010.816373
"111009"|23|227.120939
"111012"|0|290.390629
"111012"|1|347.624543
"111012"|2|308.863431
"111012"|3|122.365292
"111012"|4|57.506240
"111012"|5|403.179111
"111012"|6|239.420220
"111012"|7|1779.380151
